Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
Catching Fire,Suzanne Collins,"",9780439023498,hardcover,read,2026/01/07,"","",1,"",,,,,,,,,"",,"",No
This Thing Between Us,Gus Moreno,Robb Moreira (Narrator),9781250825209,audio,read,2026/03/03,2026/03/08,2026/03/03-2026/03/08,1,"",,"","","","","",4.25,"<div>I really enjoyed the writing of this. The way he talks about his wife was just so beautiful but simple and still very poignant. I think it was a fun, vague exploration demonic tendencies and horror aspects.&nbsp;<br><br>&lt;spoiler&gt;Like everyone I did think the Itza aspect would be a bigger part but I'm not entirely mad about where it ended up going.&lt;/spoiler&gt; I quite like that it kept me on my toes but I wish the concepts were just slightly more specific. I have a lot of theories ig and it's still fun to think about them but it would've been so cool to see this book explore Mexican folklore of demons and spirits and hauntings.<br><br>Either way, the experience of reading this book was so fun. I went through so many emotions, scared myself imagining it and also had my jaw drop multiple times. Super fun read!</div>","","",buddy-read,No
Talking to Strangers: What We Should Know about the People We Don't Know,Malcolm Gladwell,"",9780316478526,hardcover,to-read,2023/10/15,"","",0,"",,,,,,,,,"",,"",No
Cleopatra and Frankenstein,Coco Mellors,"",9781635576818,hardcover,to-read,2022/09/19,"","",0,"",,,,,,,,,"",,"",Yes
Bunny,Mona Awad,"",9780525559733,hardcover,read,2023/10/15,2024/08/15,2024/08/02-2024/08/15,1,"dark, tense",,"","","","","",3.75,"","","","",No
Kristy's Great Idea,Raina Telgemeier,Ann M. Martin,9781417699674,,read,2026/04/13,2012,2012,1,"",,"","","","","",4.75,"","","","",Yes
They Both Die at the End,Adam Silvera,"",9780062457790,hardcover,did-not-finish,2022/09/19,"","",0,"",,,,,,,,,"",,"",No
Snap,Susin Nielsen,"",9781443473286,paperback,to-read,2026/02/10,"","",0,"",,,,,,,,,"",,"",No
The Boy Who Was Raised as a Dog: And Other Stories from a Child Psychiatrist's Notebook,Bruce D. Perry,Maia Szalavitz,9780465056521,hardcover,to-read,2025/01/04,"","",0,"",,,,,,,,,"",,"",No
I Want to Die but I Want to Eat Tteokbokki,Baek Se-hee,Anton Hur (Translator),9781635579383,hardcover,did-not-finish,2024/06/15,"","",0,"",,,,,,,,,"",,"",No
The Seven Moons of Maali Almeida,Shehan Karunatilaka,"",9780143459675,paperback,to-read,2026/02/01,"","",0,"",,,,,,,,,"",,"",Yes
My Friends,Fredrik Backman,Neil Smith (Translator),9781982112820,hardcover,to-read,2026/01/09,"","",0,"",,,,,,,,,"",,"",No
The Word Is Murder,Anthony Horowitz,"",9780062676788,hardcover,to-read,2026/01/07,"","",0,"",,,,,,,,,"",,"",No
Bright Young Women,Jessica Knoll,"",9781501153228,hardcover,read,2024/01/07,2024/08/28,2024/08/19-2024/08/28,1,"",,"","","","","",3.25,"","","","",No
The Silent Patient,Alex Michaelides,"Jack Hawkins (Narrator), Louise Brealey (Narrator)",B07JX7ZDJ3,audio,read,2025/07/11,2025/07/15,2025/07/10-2025/07/15,1,"",,"","","","","",4.0,,"","","",No
Chosen Family,Madeleine Gray,"",9781761635724,paperback,to-read,2026/02/09,"","",0,"",,,,,,,,,"",,"",No
"Beautiful World, Where Are You",Sally Rooney,"",9780374602604,hardcover,read,2022/09/19,2022/09/20,2022/09/19-2022/09/20,1,"",,"","","","","",3.5,"","","","",No
Rock Paper Scissors,Alice Feeney,"",9781250266101,hardcover,to-read,2025/11/25,"","",0,"",,,,,,,,,"",,"",No
Dear Dickhead: A Novel,Virginie Despentes,Frank Wynne (Translator),9780374611613,hardcover,to-read,2025/01/07,"","",0,"",,,,,,,,,"",,"",No
Educated,Tara Westover,"",9780525510673,paperback,read,2023/03/30,2023/03/29,2023/03/20-2023/03/29,1,"",,,,,,,5.0,"","","","",No
Boy Parts,Eliza Clark,"",9781910312643,digital,to-read,2022/09/19,"","",0,"",,,,,,,,,"",,"",No
Kids Run the Show,Delphine de Vigan,Alison Anderson (Translator),9781787704893,paperback,read,2024/10/07,2026/03/31,2026/03/29-2026/03/31,1,"",,"","","","","",3.75,"<div>This book covers something I've thought about a lot, the extent of damage that family vlogging does to children. I liked that it went into the longer term effects but I just wish it was more in depth. I wanted a bit more insight into the psychological impact of these kids.&nbsp;<br><br>Some of the social commentary was interesting but nothing mind blowing. It was a good story, I just wanted a bit more.</div>","","","",No
Ghachar Ghochar,Vivek Shanbhag,Srinath Perur (Translator),9780143111689,paperback,to-read,2026/01/04,"","",0,"",,,,,,,,,"",,"",No
The Three Lives of Cate Kay,Kate Fagan,"Imani Jade Powers (Narrator), Helen Laser (Narrator), Tessa Albertson (Narrator), Fred Sanders (Narrator), Jackie Sanders (Narrator), Marin Ireland (Narrator), Daniel Henning (Narrator), Genevieve Kingston (Narrator), Corey Brill (Narrator), Emily Woo Zeller (Narrator), Hillary Huber (Narrator), Kevin R. Free (Narrator)",9781668118993,audio,read,2025/09/22,2025/10/13,2025/09/22-2025/10/13,1,"",,"","","","","",4.0,<div>&lt;spoiler&gt;Did take a little to get into cause it was a bit slow and confusing at first but then I really wanted to know where it went. I was mostly waiting for Cass to find out Amanda was alive but the character dynamics and the other perspectives were actually really intriguing.&nbsp;<br><br>I do think the ending was a bit too clean but I think I would've been unsatisfied if it wasn't.<br>&lt;/spoiler&gt;</div>,"","","",No
The Boy from the Sea,Garrett Carr,"",9780593802885,hardcover,to-read,2026/03/11,"","",0,"",,,,,,,,,"",,"",No
Good People,Patmeena Sabit,"",9780593801062,hardcover,to-read,2026/02/01,"","",0,"",,,,,,,,,"",,botm,No
Defending Jacob,William Landay,"",9780385344227,hardcover,read,2024/09/10,2024/09/11,2024/09/10-2024/09/11,1,"",,"","","","","",4.0,"","","","",No
Mr Salary,Sally Rooney,"",9780571351954,paperback,to-read,2026/01/10,"","",0,"",,,,,,,,,"",,"",No
La mode est politique,Mélody Tbomas,"",2017101338,paperback,to-read,2026/01/10,"","",0,"",,,,,,,,,"",,"",No
The House in the Cerulean Sea,TJ Klune,"",9781250217325,digital,to-read,2022/09/19,"","",0,"",,,,,,,,,"",,"",No
Denial: Holocaust History on Trial,Deborah E. Lipstadt,"",9780062659651,paperback,to-read,2023/05/15,"","",0,"",,,,,,,,,"",,"",No
The Hour of the Star,Clarice Lispector,Giovanni Pontiero (Translator),9780811211901,paperback,to-read,2026/03/07,"","",0,"",,,,,,,,,"",,"",No
The Odyssey,Homer,Samuel Butler (Translator),9789815202861,paperback,did-not-finish,2026/01/24,"","",0,"",,,,,,,,<div>Really liking it but will read it in March instead cause I gotta read this book club book first</div>,"","","",Yes
The Martian,Andy Weir,"",9780804139021,hardcover,read,2022/09/30,"","",1,"",,"","","","","",5.0,"","","","",No
Interpreter of Maladies,Jhumpa Lahiri,"",9780618101368,hardcover,to-read,2023/08/12,"","",0,"",,,,,,,,,"",,"",No
The Man Made of Smoke,Alex North,"",9781250757890,hardcover,to-read,2026/02/01,"","",0,"",,,,,,,,,"",,botm,Yes
This Is How You Lose the Time War,"Max Gladstone, Amal El-Mohtar","",9781534431010,digital,to-read,2023/10/15,"","",0,"",,,,,,,,,"",,"",No
CLEOPATRA AND FRANKENSTEIN,Coco Mellors,"",9780008608514,paperback,read,2026/01/18,2026/02/15,2026/02/08-2026/02/15,1,"",,"","","","","",3.0,"<div>I'm kinda glad it's over. The only good thing about this book was the writing style. I actually really liked it. It's pretty and aesthetic? But both the characters were kinda unlikeable to me and it's more so that I just couldn't get myself to care about them enough.<br><br>&lt;spoiler&gt;Initally, I had thought that their relationship was kinda sweet and that they were cute together but everything, literally everything, significant about their relationship happens outside their pov. We skip a few months and suddenly they're getting married. We skip to a 3rd person's narrative and suddenly Frank is in love with someone else and Cleo is cheating. I think these places could have been where we felt for these characters a bit more if told from their perspective. I thought Cleo was so unbearably privileged and although Frank isn't the best judge of character - I do have to side with him on that one big fight they had at the cabin. Eleanor's chapters were quite interesting tho, she's a very interesting character. &lt;/spoiler&gt;&nbsp;</div>","","","",Yes
Betty,Tiffany McDaniel,"",9780525657071,hardcover,to-read,2026/02/13,"","",0,"",,,,,,,,,"",,"",No
Convenience Store Woman,Sayaka Murata,Ginny Tapley Takemori (Translator),9781846276835,paperback,to-read,2026/01/11,"","",0,"",,,,,,,,,"",,"",No
Why Has Nobody Told Me This Before?,Julie Smith,"",9780063227934,hardcover,to-read,2024/03/25,"","",0,"",,,,,,,,,"",,"",No
Girl Online,Zoe Sugg,Siobhan Curham,9780141357270,hardcover,read,2022/09/30,"","",1,"",,,,,,,,,"",,"",No
Story of Your Life,Ted Chiang,"","",digital,to-read,2026/01/16,"","",0,"",,,,,,,,,"",,"",No
Little Secrets,Jennifer Hillier,"",9781250154224,hardcover,to-read,2026/04/07,"","",0,"",,,,,,,,,"",,"",No
Sisters in Yellow,Mieko Kawakami,"","",paperback,to-read,2026/03/14,"","",0,"",,,,,,,,,"",,"",No
How to Kill a Witch: A Guide for the Patriarchy,"Claire Mitchell, Zoe Venditozzi","",9781800961883,hardcover,to-read,2026/02/16,"","",0,"",,,,,,,,,"",,"",No
Breakneck: China's Quest to Engineer the Future,Dan Wang,"",9781324106043,digital,read,2026/01/26,2026/02/06,2026/02/06,1,"",,,,,,,3.75,"<div>It's a pretty good book, I just was kind of in a slump with this one. A lot of stuff about how China's society works was super interesting and it did change my mind of some things. Really brought it home with the Philly Suburbs and New York mentions at the end I was like yes yes yes to everything in the last chapter. I've been preaching that for years 😭</div>","","",book-club-read,No
Unaccustomed Earth,Jhumpa Lahiri,"",9780676979343,hardcover,to-read,2023/12/23,"","",0,"",,,,,,,,,"",,"",No
One Hundred Years of Solitude,Gabriel García Márquez,Gregory Rabassa (Translator),9780061120091,paperback,to-read,2025/07/12,"","",0,"",,,,,,,,,"",,"",No
Sunrise On The Reaping,Suzanne Collins,Jefferson White (Narrator),9781546171492,audio,read,2026/01/23,2026/01/28,2026/01/23-2026/01/28,1,"",,"","","","","",5.0,<div>I'm crying I loved it 😭 I didn't think I would and there were one too many songs at the end but the full circle got to me anyhow</div>,"","","",No
Piranesi,Susanna Clarke,"",9781635575637,hardcover,to-read,2026/02/08,"","",0,"",,,,,,,,,"",,"",No
The Land in Winter,Andrew Miller,"",9781529354270,hardcover,to-read,2026/01/09,"","",0,"",,,,,,,,,"",,"",No
The Buried Giant,Kazuo Ishiguro,"",9780307271037,hardcover,to-read,2026/04/08,"","",0,"",,,,,,,,,"",,"",No
Remarkably Bright Creatures,Shelby Van Pelt,"",9780063204157,hardcover,to-read,2023/11/04,"","",0,"",,,,,,,,,"",,"",Yes
Kensuke's Kingdom,Michael Morpurgo,Michael Foreman (Illustrator),9781405221740,paperback,to-read,2022/09/21,"","",0,"",,,,,,,,,"",,"",No
Everything I Know About Love: A Memoir,Dolly Alderton,"",9780062968784,hardcover,to-read,2022/10/06,"","",0,"",,,,,,,,,"",,"",No
The Memory Police,Yōko Ogawa,Stephen Snyder (Translator),9781101870600,hardcover,to-read,2026/02/11,"","",0,"",,,,,,,,,"",,"",No
Wuthering Heights,Emily Brontë,"",0393978893,paperback,to-read,2026/01/11,"","",0,"",,,,,,,,,"",,"",No
Sula,Toni Morrison,"",9780452283862,paperback,to-read,2024/01/02,"","",0,"",,,,,,,,,"",,"",No
Breakneck: China's Quest to Engineer the Future,Dan Wang,Jonathan Yen (Narrator),B0FDH3Z3K6,audio,to-read,2026/01/26,"","",0,"",,,,,,,,,"",,book-club-read,No
Blood Over Bright Haven,M.L. Wang,"",B0B5KLVCHZ,digital,to-read,2026/02/25,"","",0,"",,,,,,,,,"",,"",No
Working on a Song: The Lyrics of Hadestown,Anaïs Mitchell,Steve Earle,9780593182574,paperback,to-read,2024/05/12,"","",0,"",,,,,,,,,"",,"",No
Another Brooklyn,Jacqueline Woodson,"",9780062359988,hardcover,to-read,2024/01/02,"","",0,"",,,,,,,,,"",,"",No
The Count of Monte Cristo,Alexandre Dumas,Robin Buss (Translator),9780140449266,paperback,to-read,2025/11/29,"","",0,"",,,,,,,,,"",,"",No
Project Hail Mary,Andy Weir,"",9780593135204,hardcover,read,2023/12/23,2025/11/15,2025/11/07-2025/11/15,1,"adventurous, emotional, hopeful, informative",medium,Plot,Yes,Yes,Yes,No,5.0,"<div>Loved the ending! &lt;spoiler&gt;Rocky and Grace were so cute together, I'm so glad they got to live together for as long as they did and that Grace can teach little Eridian kids 😭&lt;/spoiler&gt;</div>","","",book-club-read,No
The Road,Cormac McCarthy,"",9780307265432,hardcover,to-read,2026/03/04,"","",0,"",,,,,,,,,"",,"",No
Where I End,Sophie White,"",9781915290045,paperback,to-read,2026/03/20,"","",0,"",,,,,,,,,"",,"",No
Flashlight,Susan Choi,"",9780374616373,hardcover,to-read,2026/01/09,"","",0,"",,,,,,,,,"",,"",No
A Streetcar Named Desire,Tennessee Williams,"",9780822210894,paperback,to-read,2022/09/21,"","",0,"",,,,,,,,,"",,"",No
Third Culture Cooking,Zaynab Issa,"",9781419770074,,to-read,2025/08/19,"","",0,"",,,,,,,,,"",,"",No
Flowers for Algernon,Daniel Keyes,"",9780063320222,paperback,read,2022/09/19,2023/10/15,2023/10/12-2023/10/15,1,"challenging, emotional, reflective, sad",,"","","","","",5.0,,"","","",No
Everything is Tuberculosis,John Green,John Green (Narrator),9798217082391,audio,read,2025/09/15,2025/09/22,2025/09/15-2025/09/22,1,"",,,,,,,5.0,"","","","",No
Cultish: The Language of Fanaticism,Amanda Montell,"",9780062993151,hardcover,to-read,2026/02/18,"","",0,"",,,,,,,,,"",,"",No
The House on Mango Street,Sandra Cisneros,"",9780679734772,paperback,to-read,2025/06/17,"","",0,"",,,,,,,,,"",,"",No
Strange Houses,Uketsu,Jim Rion (Translator),9780063433151,paperback,read,2026/03/02,2026/03/02,2026/03/02-2026/03/02,1,"",,"","","","","",5.0,"<div>What a fun read, I enjoyed this more than I thought I would. I know I love looking at floor plan layouts and imagining little stories and even though these people were a little crazy with thier speculations I was so fully onboard with thier conspiracies and theories Imao.<br><br>I was going to give this a 4.75 until the last chapter, that really took it over the edge for me, such a fun read truly. I can't wait to read the rest!</div>","","","",No
The Deserters,Mathias Énard,Charlotte Mandell (Translator),"",paperback,to-read,2026/03/01,"","",0,"",,,,,,,,,"",,2026-booker-longlist,No
West Heart Kill,Dann McDorman,Robert Petkoff (Narrator),9780593788400,audio,to-read,2024/10/15,"","",0,"",,,,,,,,,"",,"",No
The Night Circus,Erin Morgenstern,"",9780385534635,hardcover,to-read,2026/03/02,"","",0,"",,,,,,,,,"",,"",No
The Vanishing Half,Brit Bennett,"",9780525536970,digital,read,2022/09/19,2022/09/25,2022/09/22-2022/09/25,1,"",,"","","","","",4.75,"","","","",No
It's Not Her,Mary Kubica,"",9780778387992,hardcover,to-read,2026/02/01,"","",0,"",,,,,,,,,"",,botm,No
Le Petit Prince,Antoine de Saint-Exupéry,"",,paperback,to-read,2026/01/08,"","",0,"",,,,,,,,,"",,"",No
The Book Eaters,Sunyi Dean,"",9781250810182,hardcover,to-read,2026/02/15,"","",0,"",,,,,,,,,"",,"",No
Ethan Frome,Edith Wharton,Elizabeth Ammons (Contributor),9780142437803,paperback,to-read,2026/02/20,"","",0,"",,,,,,,,,"",,"",No
A Quick Ting On Afrobeats,Christian Adofo,"",9781913090517,hardcover,to-read,2026/01/10,"","",0,"",,,,,,,,,"",,"",No
Normal People,Sally Rooney,"",9781984822178,hardcover,to-read,2022/09/19,"","",0,"",,,,,,,,,"",,"",No
Succeeding with Adult ADHD: Daily Strategies to Help You Achieve Your Goals and Manage Your Life,"Abigail Levrini, Frances Prevatt","",9781433811258,paperback,to-read,2023/08/20,"","",0,"",,,,,,,,,"",,"",No
By Night in Chile,Roberto Bolaño,Chris Andrews (Translator),9780811215473,paperback,to-read,2026/01/10,"","",0,"",,,,,,,,,"",,"",No
The Red-Haired Woman,Orhan Pamuk,"John Lee (Narrator), Katherine Lee McEwan (Narrator)","",audio,read,2022/09/21,2022/10/06,2022/10/03-2022/10/06,1,"",,"","","","","",3.25,"","","","",No
The City and Its Uncertain Walls,Haruki Murakami,"Philip Gabriel (Translator), Brian Nishii (Narrator)",9780593947555,audio,did-not-finish,2025/05/14,"","",0,"",,,,,,,,,"",,"",No
The Wax Child,Olga Ravn,Martin Aitken (Translator),9780811238830,hardcover,to-read,2026/03/01,"","",0,"",,,,,,,,,"",,2026-booker-longlist,No
Pragmatic Thinking and Learning: Refactor Your Wetware,Andrew Hunt,"",9781934356050,paperback,to-read,2022/09/19,"","",0,"",,,,,,,,,"",,"",No
Snow,Orhan Pamuk,Maureen Freely (Translator),0375706860,paperback,to-read,2022/09/21,"","",0,"",,,,,,,,,"",,"",No
In the Dream House,Carmen Maria Machado,Carmen Maria Machado (Narrator),9781684572793,audio,did-not-finish,2025/11/15,"","",0,"",,,,,,,,,"",,"",No
Fourteen Days,"Douglas Preston, Margaret Atwood","Emma Donoghue, Meg Wolitzer, Luis Alberto Urrea, Maria Hinojosa, Angie Cruz, Joseph Cassara, Roxana Robinson, Celeste Ng, Ishmael Reed, Tommy Orange, Diana Gabaldon, Pat Cummings, Tess Gerritsen, R.L. Stine, Mira Jacob, Monique Truong, Charlie Jane Anders, Erica Jong, Mary Pope Osborne, Scott Turow, John Grisham, James Shapiro, Dave Eggers, Nelly Rosario, C.J. Lyons, Sylvia Day, Caroline Randall Williams, Weike Wang, Jennine Capó Crucet, De'Shawn Charles Winslow, Nafissa Thompson-Spires, Rachel Vail, Alice Randall, Hampton Sides",9780358616382,hardcover,to-read,2025/01/11,"","",0,"",,,,,,,,,"",,"",No
Kaikeyi,Vaishnavi Patel,"",9780759557338,hardcover,did-not-finish,2023/05/18,"","",0,"",,,,,,,,,"",,"",No
By Grand Central Station I Sat Down and Wept,Elizabeth Smart,"",9780679738046,paperback,to-read,2024/01/02,"","",0,"",,,,,,,,,"",,"",No
The Sundial,Shirley Jackson,"",9780140083170,paperback,to-read,2026/02/16,"","",0,"",,,,,,,,,"",,"",No
Starstruck,Brenda Hiatt,"",B00FDKBXLM,digital,read,2022/09/30,2023/12/10,2023/12/09-2023/12/10,2,"",,"","","","","",4.5,<div>idk man I know it's not the best book ever written but there's just something between a preteen girl and the book she read over and over that just cannot be explained&nbsp;</div>,"","","",No
Hunger,Choi Jin-young,Soje (Translator),9781840919004,hardcover,to-read,2026/01/10,"","",0,"",,,,,,,,,"",,"",No
Listen for the Lie,Amy Tintera,"",9781250880314,hardcover,to-read,2024/08/16,"","",0,"",,,,,,,,,"",,"",No
A Quiet Place,Seichō Matsumoto,Louise Heal Kawai (Translator),9781908524638,paperback,read,2026/01/04,2026/02/18,2026/02/18-2026/02/18,1,"",,"","","","","",4.5,"<div>Really original I thought, I liked that the writing was very dry and matter of fact. Did not see the ending coming and it did feel like the last few chapters were a bit of a drag after the twist but then another twist happens and it was v satisfying actually. I feel like because it avoided the obvious catches and twists that crime stories have and treated the reader as smart I quite liked it.&nbsp;<br><br>Tbf tho I'm v naive to endings and maybe others could've predicted this a mile away, I for sure did not lol. Kinda reminded me of Perfume: the story of a murderer with the writing style.<br><br>Also very interesting insights about Japanese culture and day to day stuff. Thought this was a fun read and I might have to check out another book by this author cause I've heard they're usually from the detective's perspective.</div>","","","",No
Anxiety: A Philosophical Guide,Samir Chopra,"",9780691210674,hardcover,to-read,2024/12/24,"","",0,"",,,,,,,,,"",,"",No
Never Let Me Go,Kazuo Ishiguro,"","",digital,read,2026/02/26,2026/03/03,2026/02/24-2026/03/03,1,"",,"","","","","",4.25,<div>Slower than my usual pace and took me a while to get through it. I think I wasn't used to this writing that's quite tangential and jumps around a lot but the last part really got me. Quite enjoyed it all in all and I think I have to read Remains of The Day now.</div>,"","","",No
Carrie Soto Is Back,Taylor Jenkins Reid,"",9780593158708,paperback,to-read,2026/02/11,"","",0,"",,,,,,,,,"",,"",No
The Perfect Marriage,Jeneva Rose,"",9781913419653,paperback,read,2023/03/31,2023/04/17,2023/04/16-2023/04/17,1,"",,,,,,,,,"",,"",No
The Engineer's Wife,Tracey Enerson Wood,"",9781492698135,hardcover,to-read,2024/01/12,"","",0,"",,,,,,,,,"",,"",No
