Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
The God of Small Things,Arundhati Roy,"",9780679457312,hardcover,to-read,2022/09/21,"","",0,"",,,,,,,,,"",,want-to-buy,No
The Rest of Our Lives,Benjamin Markovits,"",9780571388561,digital,to-read,2026/01/09,"","",0,"",,,,,,,,,"",,"",No
Vita Nostra,"Marina Dyachenko, Sergey Dyachenko",Julia Meitov Hersey (Translator),9780062694591,hardcover,to-read,2026/02/15,"","",0,"",,,,,,,,,"",,"",No
We Were Liars,E. Lockhart,"",9780385741262,hardcover,read,2022/09/19,2022/10/08,2022/10/07-2022/10/08,1,"",,"","","","","",4.5,"","","","",No
Never Have I Ever,Sara Shepard,"",9780061869723,hardcover,read,2025/05/01,2025/05/14,2025/05/01-2025/05/14,1,"",,,,,,,,,"",,"",No
Ghachar Ghochar,"Srinath Perur, Vivek Shanbhag",Vivek Shanbhag (Translator),9789352775057,paperback,read,2026/02/01,2026/02/09,2026/02/09-2026/02/09,1,"",,"","","","","",4.5,"<div>Really fun read, some parts actually had me laughing out loud. Very accu ate characters, especially thier south Indian-ness. The dynamics of the mom, Dad, the one who always stays silent, deaf/blind to everything willingly and the one that dares to ask the question. I thought it was a fun story but I'm not sure what someone that doesn't have all the contexts of a south Indian family would make of this.&nbsp;<br><br>The ending was not at all what I expected. Initially my takeaway was that it was insinuating that &lt;spoiler&gt;Anita would just not come back just like Malati had stayed. But after a bit, the last family conversation really irked me and maybe they're saying that Chikkappa had her killed? She saw something at that window? She asked too many questions about that woman?Chikkappa is talking about having goons around that do this and also talks about all this as if it's completely normal. That would be quite dark and ig I wasn't expecting it to get that dark.&lt;/spoiler&gt;<br><br><br>Another thing I thought was interesting were all the phrases/adages that I could tell were v obviously Kannada, it's almost like I could hear the Telugu counterpart. My mom even confirmed some of them hehe</div>","","","",Yes
Pachinko,Min Jin Lee,"",9781455563913,digital,to-read,2026/02/08,"","",0,"",,,,,,,,,"",,"",No
Daisy Jones & The Six,Taylor Jenkins Reid,"",9781524798628,hardcover,to-read,2024/01/07,"","",0,"",,,,,,,,,"",,"",No
The Second Chance Convenience Store,Kim Ho-yeon,Janet Hong (Translator),9780063354777,paperback,to-read,2026/01/04,"","",0,"",,,,,,,,,"",,"",No
Frankenstein: The 1818 Text,Mary Shelley,"Charlotte Gordon (Contributor), Lord Byron, Charles E. Robinson (Contributor), Mary Wollstonecraft",9780143131847,paperback,to-read,2026/02/13,"","",0,"",,,,,,,,,"",,"",No
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"",9781501139239,hardcover,read,2022/09/19,2022/12/17,2022/12/14-2022/12/17,1,"",,"","","","","",4.5,"","","","",No
James,Percival Everett,"",9780385550369,hardcover,to-read,2026/01/12,"","",0,"",,,,,,,,,"",,"",No
The Great Believers,Rebecca Makkai,"",9780735223530,paperback,to-read,2026/02/21,"","",0,"",,,,,,,,,"",,"",No
The Space Between Us,Thrity Umrigar,"",9780060791568,paperback,to-read,2025/08/16,"","",0,"",,,,,,,,,"",,"",No
Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,Antonia Lloyd-Jones (Translator),9780525541332,hardcover,to-read,2026/01/07,"","",0,"",,,,,,,,,"",,"",No
Talking to My Daughter About the Economy: A Brief History of Capitalism,Yanis Varoufakis,Jacob Moe (Translator),9781847924445,hardcover,read,2022/09/19,2024,2024,1,"",,,,,,,,,"",,"",Yes
Exhalation,Ted Chiang,"",9781101947906,digital,read,2026/02/23,2026/03/09,2026/02/21-2026/03/09,1,"",,"","","","","",5.0,"<div>Easy 5 stars, this is my kinda existential sci-fi shit. I took my time with this one and I would highly recommend that you do too. My head is spinning with all these stories and I want to discuss each one ad nauseam until I exhaust every thought, theory and speculation.</div>","","","",No
What Kind of Paradise,Janelle Brown,"",9780593449783,hardcover,to-read,2026/02/01,"","",0,"",,,,,,,,,"",,botm,Yes
Bad Nature: A Novel,Ariel Courage,Cia Court (Narrator),9781250386809,audio,did-not-finish,2026/02/11,"","",0,"",,,,,,,,"<div>The beginning was really good but I'm actually so bored by the roadtrip. Things are just happening but it feels to me like apart from actually making distance, were not really going forward with the plot. The premise was so interesting but 45% in and not motivated to finish it :(</div>","","","",No
The True Happiness Company: A Memoir,Veena Dinavahi,"",9780593447659,hardcover,to-read,2026/03/02,"","",0,"",,,,,,,,,"",,"",No
IQ84,Haruki Murakami,"","",paperback,to-read,2024/08/15,"","",0,"",,,,,,,,,"",,"",No
Strange Pictures,Uketsu,Jim Rion (Translator),9780063433083,paperback,to-read,2025/08/16,"","",0,"",,,,,,,,,"",,"",No
The Fate of Mary Rose,Caroline Blackwood,"",9780349019048,paperback,to-read,2026/02/16,"","",0,"",,,,,,,,,"",,"",No
The Fountainhead,Ayn Rand,"",9780452273337,paperback,to-read,2026/03/23,"","",0,"",,,,,,,,,"",,"",No
"Die, My Love",Ariana Harwicz,"Sarah Moses (Translator), Carolina Orloff (Translator)",9781999722784,paperback,to-read,2025/05/02,"","",0,"",,,,,,,,,"",,"",No
No One Is Talking About This,Patricia Lockwood,Kristen Sieh (Narrator),9780593395240,audio,read,2026/03/22,2026/03/23,2026/03/22-2026/03/23,1,"",,"","","","","",3.75,"","","","",No
The Years,Annie Ernaux,Alison L. Strayer (Translator),9781910695784,paperback,to-read,2026/02/20,"","",0,"",,,,,,,,,"",,"",No
Conversations with Friends,Sally Rooney,"",9780451499066,paperback,read,2022/09/19,2022/08/11,2022/08/11,1,"",,"","","","","",4.0,"","","","",No
If Cats Disappeared From The World,Genki Kawamura,Eric Selland (Translator),9781509889174,paperback,to-read,2026/01/06,"","",0,"",,,,,,,,,"",,"",No
The Blind Assassin,Margaret Atwood,"",9781860498800,paperback,to-read,2024/09/10,"","",0,"",,,,,,,,,"",,"",No
In Her Defense,Philippa Malicka,"",9781668033647,digital,to-read,2026/03/20,"","",0,"",,,,,,,,,"",,"",No
Misery,Stephen King,"",9781501143106,paperback,to-read,2026/01/25,"","",0,"",,,,,,,,,"",,"",No
"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"",9780593321201,hardcover,to-read,2022/09/19,"","",0,"",,,,,,,,,"",,"",Yes
The Giver,Lois Lowry,"",9780385732550,paperback,read,2022/12/17,2022/12/19,2022/12/17-2022/12/19,1,"",,,,,,,,,"",,"",No
The Unexpected Joy of the Ordinary,Catherine Gray,"",9781783253371,hardcover,to-read,2022/09/19,"","",0,"",,,,,,,,,"",,"",No
"My Child, the Algorithm: An Alternatively Intelligent Book of Love",Hannah Silva,"",9781593767808,paperback,to-read,2024/10/07,"","",0,"",,,,,,,,,"",,"",No
We Are the Weather: Saving the Planet Begins at Breakfast,Jonathan Safran Foer,"",9780374280000,hardcover,read,2022/09/19,"","",2,"",,,,,,,,,"",,"",No
Talking at Night,Claire Daverley,"",9780593653487,hardcover,to-read,2025/10/27,"","",0,"",,,,,,,,,"",,"",No
This Thing Between Us,Gus Moreno,"",9780374539238,paperback,to-read,2026/02/13,"","",0,"",,,,,,,,,"",,"",No
This Must Be the Place,Maggie O'Farrell,"",9780385349437,digital,to-read,2026/02/11,"","",0,"",,,,,,,,,"",,"",No
Just Kids,Patti Smith,"",9780066211312,hardcover,read,2024/01/07,"","",1,"",,,,,,,,,"",,"",No
Phase One: Captain America: The First Avenger,Alex Irvine,"",,hardcover,read,2025/10/22,2025/10/26,2025/10/22-2025/10/26,1,"",,"","","","","",4.75,,"","","",No
The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre,"",9780771060335,hardcover,to-read,2026/03/09,"","",0,"",,,,,,,,,"",,"",No
The Midnight Library,Matt Haig,"",9780525559474,hardcover,read,2023/06/16,2023/06/27,2023/06/16-2023/06/27,1,"",,,,,,,,,"",,"",No
A Discovery of Witches,Deborah Harkness,"",9780670022410,hardcover,to-read,2026/03/02,"","",0,"",,,,,,,,,"",,"",No
The Book Thief,Markus Zusak,"",9780375831003,hardcover,to-read,2022/09/26,"","",0,"",,,,,,,,,"",,"",No
Água Viva,Clarice Lispector,"Stefan Tobler (Translator), Benjamin Moser (Contributor)",9780811219907,paperback,to-read,2026/01/28,"","",0,"",,,,,,,,,"",,"",No
"Why Fish Don't Exist: A Story of Loss, Love, and the Hidden Order of Life",Lulu Miller,Kate Samworth (Illustrator),9781501160349,paperback,did-not-finish,2022/09/19,"","",0,"",,,,,,,,,"",,"",No
The Wedding People,Alison Espach,"",9781250899569,digital,read,2025/08/17,"","",1,"",,,,,,,,,"",,"",No
Universality,Natasha Brown,"",9780571393824,hardcover,to-read,2026/01/09,"","",0,"",,,,,,,,,"",,"",No
The Brothers Karamazov,Fyodor Dostoevsky,"Richard Pevear (Translator), Larissa Volokhonsky (Translator)",9780374528379,paperback,to-read,2026/01/18,"","",0,"",,,,,,,,,"",,"",No
Tell the Machine Goodnight,Katie Williams,"",9780525533122,hardcover,to-read,2022/09/27,"","",0,"",,,,,,,,,"",,"",No
On Earth as It Is Beneath,Ana Paula Maia,Padma Viswanathan (Translator),9781917260107,paperback,to-read,2026/03/01,"","",0,"",,,,,,,,,"",,2026-booker-longlist,No
Autumn,Ali Smith,"",9780241207000,hardcover,to-read,2024/08/17,"","",0,"",,,,,,,,,"",,"",No
The Night Guest,Hildur Knútsdóttir,Mary Robinette Kowal (Narrator),9781250332653,audio,read,2026/02/03,2026/02/03,2026/02/03-2026/02/03,1,"",,"","","","","",4.0,<div>4 stars for the very tense atmosphere and the premise being so wildly interesting. &lt;spoiler&gt;little sad tho that the ending was ambiguous&lt;/spoiler&gt;. I was a tiny bit annoyed with the very small chapters. A lot of them were like a single sentence long. There's 100 chapters in this book and it's only 200 pages lol. My favorite part was all the Icelandic cat names. &lt;spoiler&gt;my not so fav part is what happens to those cats afterwards.&lt;/spoiler&gt;</div>,"","","",No
Sunrise on the Reaping,Suzanne Collins,"",9781546171461,hardcover,read,2025/05/02,"","",1,"",,,,,,,,,"",,"",No
Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Anna Rosling Rönnlund, Ola Rosling",9781473637467,hardcover,did-not-finish,2022/09/19,"","",0,"",,,,,,,,,"",,"",No
Blue Ticket,Sophie Mackintosh,"",9780385545631,hardcover,to-read,2026/01/10,"","",0,"",,,,,,,,,"",,"",No
The Fifth Hour,Rahul Jain,"",9361856189,paperback,to-read,2025/12/07,"","",0,"",,,,,,,,,"",,"",No
The Missing Half,Ashley Flowers,"Ashley Flowers (Narrator), Saskia Maarleveld (Narrator), Alex Kiester (Contributor)",9798217065400,audio,read,2026/02/20,2026/02/22,2026/02/20-2026/02/22,1,"",,"","","","","",3.0,"<div>First 70% was good, so mysterious and really kept me interested but the ending just felt so exaggerated and unrealistic. I guess once I realized it was THE Ashley Flowers I kinda expected more so maybe it was that. But genuinely the ending ruined it for me.</div>","","","",No
Brother,David Chariandy,"",9781635573541,paperback,to-read,2026/02/15,"","",0,"",,,,,,,,,"",,"",No
A Gentle Reminder,Bianca Sparacino,"",9781949759297,paperback,to-read,2022/09/19,"","",0,"",,,,,,,,,"",,"",No
Mother Mary Comes To Me,Arundhati Roy,"",9781405978484,digital,read,2026/01/12,2026/04/01,2026/03/11-2026/04/01,1,"",,,,,,,5.0,"<div>Very poetic and heartbreaking to have finished this today. Goodbye to Mother Mary and Ammamma. You deserve to rest now, I hope the pain is over.</div>","","",buddy-read,No
The Color Purple,Alice Walker,"",9780143135692,paperback,to-read,2024/01/07,"","",0,"",,,,,,,,,"",,"",No
The Singularity,Dino Buzzati,Anne Milano Appel (Translator),9781681378008,paperback,to-read,2026/03/01,"","",0,"",,,,,,,,,"",,"",No
The Invisible Life of Addie LaRue,V.E. Schwab,Julia Whelan (Narrator),9781250777959,audio,read,2024/09/16,2024/09/26,2024/09/16-2024/09/26,1,"",,"","","","","",5.0,,"","","",No
The Ministry of Time,Kaliane Bradley,"",9781399726344,hardcover,to-read,2024/08/30,"","",0,"",,,,,,,,,"",,"",No
The Night in Question,Tobias Wolff,"",9780679402183,hardcover,to-read,2022/10/07,"","",0,"",,,,,,,,,"",,"",No
She Who Remains,Rene Karabash,Izidora Angel (Translator),9781916806184,paperback,to-read,2026/03/01,"","",0,"",,,,,,,,,"",,2026-booker-longlist,No
Cloud Cuckoo Land,Anthony Doerr,"",9781982168438,hardcover,to-read,2024/06/17,"","",0,"",,,,,,,,,"",,want-to-buy,No
How to Keep House While Drowning: A Gentle Approach to Cleaning and Organizing,KC Davis,"",9781668002841,hardcover,to-read,2026/02/15,"","",0,"",,,,,,,,,"",,"",No
The Lying Game,Sara Shepard,"",9780061869709,hardcover,read,2025/04/24,2025/04/30,"2025/04/24-2025/04/30, 2012",2,"",,"","","","","",3.75,"","","","",No
Becoming Bangalore,Roopa Pai,"",9789357316217,paperback,to-read,2026/01/07,"","",0,"",,,,,,,,,"",,"",No
The Missing Half,Ashley Flowers,Alex Kiester (Contributor),9780593726983,hardcover,to-read,2026/02/19,"","",0,"",,,,,,,,,"",,"",No
How High We Go in the Dark,Sequoia Nagamatsu,"",9780063072640,hardcover,to-read,2022/09/19,"","",0,"",,,,,,,,,"",,"",No
Listen for the Lie,Amy Tintera,"January LaVoy (Narrator), Will Damron (Narrator)",9781250332103,audio,did-not-finish,2026/03/13,"","",0,"",,,,,,,,,"",,"",No
Broadway: A History of New York City in Thirteen Miles,Fran Leadon,"",9780393240108,hardcover,to-read,2024/04/29,"","",0,"",,,,,,,,,"",,"",No
The Vegetarian,Han Kang,"Stephen Park (Narrator), Deborah Smith (Translator), Janet Song (Narrator)",9780399566998,audio,read,2025/01/24,2026/01/08,2026/01/07-2026/01/08,1,"",,"","","","","",3.5,"<div>was a bit scary and low-key reminded me of Sister Midnight. This book was v graphic at times and although I found her Yeong-Hos character interesting, I was mostly kinda scarred cause this kinda hit home. I'm also absolutely APPALLED by all the men in this book.</div>","","","",No
I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,"",9780307264558,hardcover,read,2022/09/26,2022/09/26,2022/09/25-2022/09/26,1,"",,,,,,,,,"",,"",No
"In Other Rooms, Other Wonders",Daniyal Mueenuddin,"",9780393068009,hardcover,to-read,2023/12/23,"","",0,"",,,,,,,,,"",,"",No
The Adult ADHD Tool Kit: Using CBT to Facilitate Coping Inside and Out,"J. Russell Ramsay, Anthony L. Rostain","",9780415815895,paperback,to-read,2025/01/14,"","",0,"",,,,,,,,,"",,"",No
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,"",9780385534253,digital,to-read,2025/01/14,"","",0,"",,,,,,,,,"",,for-book-club,No
Lie with Me,Philippe Besson,Molly Ringwald (Translator),9781501197871,hardcover,to-read,2026/02/19,"","",0,"",,,,,,,,,"",,"",No
Mad About You,Mhairi McFarlane,"",9780008412456,paperback,to-read,2023/03/31,"","",0,"",,,,,,,,,"",,"",No
All the Lovers in the Night,Mieko Kawakami,"David Boyd (Translator), Sam Bett (Translator)",9781609456993,hardcover,to-read,2026/01/04,"","",0,"",,,,,,,,,"",,"",No
If We Were Villains,M.L. Rio,"",9781250095282,hardcover,read,2023/10/15,2024/09/07,2024/09/02-2024/09/07,1,"dark, mysterious",fast,"","","","","",4.0,"","","","",No
We Should All Be Feminists,Chimamanda Ngozi Adichie,"",9781101872932,digital,read,2022/09/19,2022,2022,1,"",,,,,,,5.0,"","","","",Yes
Half-Arse Human,Leena Norms,"",9781399820318,digital,to-read,2024/10/08,"","",0,"",,,,,,,,,"",,"",No
The Seven Moons of Maali Almeida,Shehan Karunatilaka,Shivantha Wijesinha (Narrator),9781038629166,audio,did-not-finish,2025/01/07,"","",0,"",,,,,,,,,"",,"",No
Bad Nature,Ariel Courage,"",9781250360885,hardcover,to-read,2026/02/08,"","",0,"",,,,,,,,,"",,"",No
Days at the Morisaki Bookshop,Satoshi Yagisawa,"Susan Momoko Hingley (Narrator), Eric Ozawa (Translator)",9780063278691,audio,read,2024/10/12,2024/10/15,2024/10/12-2024/10/15,1,"adventurous, reflective",medium,"","","","","",4.25,"","","","",No
Katabasis,R.F. Kuang,"",9780063021471,hardcover,to-read,2026/01/09,"","",0,"",,,,,,,,,"",,"",Yes
Starbound,Brenda Hiatt,"",,digital,read,2022/09/30,"","",1,"",,,,,,,,,"",,"",No
Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,"",9780374159122,hardcover,did-not-finish,2022/09/19,"","",0,"",,,,,,,,,"",,"",No
The Secret History,Donna Tartt,"",9781400031702,paperback,did-not-finish,2022/09/19,"","",0,"",,,,,,,,,"",,"",Yes
Invisible Cities,Italo Calvino,William Weaver (Translator),9780156453806,paperback,to-read,2026/02/20,"","",0,"",,,,,,,,,"",,"",No
Eleanor & Park,Rainbow Rowell,"",9781250012579,hardcover,read,2025/05/13,2025/05/19,"2025/05/13-2025/05/19, 2018",2,"",,"","","","","",4.5,"","","","",Yes
The Buffalo Hunter Hunter,Stephen Graham Jones,"",9781668075081,hardcover,to-read,2026/03/26,"","",0,"",,,,,,,,,"",,"",No
The Djinn Waits a Hundred Years,Shubnum Khan,"",9780593653456,hardcover,to-read,2024/04/10,"","",0,"",,,,,,,,,"",,"",No
Duck Feet,Ely Percy,"","",paperback,to-read,2026/02/11,"","",0,"",,,,,,,,,"",,"",No
Flights,Olga Tokarczuk,Jennifer Croft (Translator),9780525534198,hardcover,to-read,2026/02/14,"","",0,"",,,,,,,,,"",,"",No
Martyr!,Kaveh Akbar,"",9780593537619,hardcover,to-read,2026/01/17,"","",0,"",,,,,,,,,"",,"",Yes
We Are Green and Trembling,Gabriela Cabezón Cámara,Robin Myers (Translator),9780811238618,paperback,to-read,2026/03/01,"","",0,"",,,,,,,,,"",,2026-booker-longlist,No
The Crash,Freida McFadden,Leslie Howard (Narrator),9781666684919,audio,read,2025/07/08,2025/07/08,2025/07/03-2025/07/08,1,"",,"","","","","",3.75,"","","","",No
The Reader,Bernhard Schlink,Carol Brown Janeway,9780375408267,hardcover,to-read,2024/06/15,"","",0,"",,,,,,,,,"",,"",No
Of Mice and Men,John Steinbeck,"",9780141023571,paperback,read,2026/03/01,2026/03/01,2026/03/01-2026/03/01,1,"",,"","","","","",4.75,<div>The writing was beautiful without being overly descriptive. Man what a sad Sunday because of this read but I'm looking forward to reading East of Eden now. This was so short but the characters still felt so real and whole and I want to see what Steinbeck does with his characters when he has more pages.</div>,"","","",Yes
Exhalation,Ted Chiang,"",9781101947883,hardcover,to-read,2026/02/13,"","",0,"",,,,,,,,,"",,"",No
The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,Bahni Turpin (Narrator),9781094136950,audio,read,2025/04/10,2025/04/21,2025/04/08-2025/04/21,1,"adventurous, dark",medium,"","","","","",3.0,"","","","",No
Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,"",9780735216358,hardcover,read,2024/05/24,2024/05/24,2024/05/20-2024/05/24,1,"",,,,,,,,,"",,"",No
Rest: Why You Get More Done When You Work Less,Alex Soojung-Kim Pang,"",9780465074877,hardcover,to-read,2024/12/30,"","",0,"",,,,,,,,,"",,"",No
"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life",George Saunders,"",9781984856029,hardcover,paused,2026/01/04,"","",0,"",,,,,,,,,"",,"",No
Writers & Lovers,Lily King,"",9780802148537,hardcover,to-read,2022/09/19,"","",0,"",,,,,,,,,"",,"",No
Sourdough,Robin Sloan,"",9780374203108,hardcover,"","","","","","","","","","","","","","","","","",Yes
Nexus: A Brief History of Information Networks from the Stone Age to AI,Yuval Noah Harari,"",9781911717089,hardcover,"","","","","","","","","","","","","","","","","",Yes
Nexus: A Brief History of Information Networks from the Stone Age to AI,Yuval Noah Harari,"",9780593734223,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Invisible Life of Addie LaRue,V.E. Schwab,"",9781789098754,paperback,"","","","","","","","","","","","","","","","","",Yes
Money: A User's Guide,Laura Whateley,"",9780008420321,digital,"","","","","","","","","","","","","","","","","",Yes
Remarkably Bright Creatures,Shelby Van Pelt,"",9781526649676,paperback,"","","","","","","","","","","","","","","","","",Yes
Short Stories in French for Beginners,Olly Richards,"",9781473683440,digital,"","","","","","","","","","","","","","","","","",Yes
The Odyssey,Homer,Robert Fagles (Translator),9780143039952,paperback,"","","","","","","","","","","","","","","","","",Yes
"Tuesdays with Morrie: An Old Man, a Young Man and Life's Greatest Lesson",Mitch Albom,"",9780751527377,paperback,"","","","","","","","","","","","","","","","","",Yes
The Brooklyn Follies,Paul Auster,"",9780312426231,paperback,"","","","","","","","","","","","","","","","","",Yes
An Elephant in the Garden,Michael Morpurgo,"",9780312593698,hardcover,"","","","","","","","","","","","","","","","","",Yes
